X,Y
2.841726618705036,-7.553956834532373
9.280575539568344,-8.16546762589928
9.74820143884892,-5.215827338129496
6.366906474820143,-3.7050359712230216
5.611510791366906,-3.41726618705036
2.76978417266187,-7.302158273381295
